frame,bbox_x,bbox_y,bbox_w,bbox_h
frame_000471.PNG,753.87,538.76,74.09,193.27
frame_000471.PNG,809.81,259.13,38.41,98.04
frame_000471.PNG,1252.3,260.31,34.98,77.26
frame_000471.PNG,1238.39,446.21,54.77,174.45
frame_000472.PNG,1239.37,442.82,53.67,175.93
frame_000472.PNG,1256.26,268.38,38.28,67.26
frame_000472.PNG,767.52,539.02,65.21,191.45
frame_000472.PNG,810.23,258.24,38.71,98.63
frame_000473.PNG,781.09,536.88,58.5,195.23
frame_000473.PNG,810.9,257.63,39.03,98.95
frame_000473.PNG,1257.95,272.91,38.67,69.09
frame_000473.PNG,1240.38,440.17,53.24,176.87
frame_000474.PNG,811.31,257.44,38.98,99.2
frame_000474.PNG,787.78,537.08,58.45,196.15
frame_000474.PNG,1237.65,440.64,55.98,177.07
frame_000474.PNG,1263.51,275.11,38.67,67.7
frame_000475.PNG,794.98,536.98,58.48,195.94
frame_000475.PNG,1234.71,443.48,60.33,175.57
frame_000475.PNG,811.75,257.53,39.47,98.96
frame_000475.PNG,1265.77,278.89,38.84,69.71
frame_000476.PNG,1234.7,442.17,60.31,176.37
frame_000476.PNG,1265.73,278.93,38.89,69.67
frame_000476.PNG,811.75,257.52,39.46,98.96
frame_000476.PNG,794.97,536.97,58.49,195.99
frame_000477.PNG,801.3,533.88,59.06,195.63
frame_000477.PNG,1231.71,448.06,64.88,174.58
frame_000477.PNG,1267.51,282.41,42.25,63.65
frame_000477.PNG,812.11,257.58,39.27,99.01
frame_000478.PNG,1270.96,284.87,42.26,63.66
frame_000478.PNG,1229.68,451.73,68.13,174.38
frame_000478.PNG,811.99,257.83,39.3,98.94
frame_000478.PNG,802.87,527.32,63.36,186.07
frame_000479.PNG,805.09,524.04,68.07,177.55
frame_000479.PNG,1271.19,287.06,43.99,62.27
frame_000479.PNG,812.02,257.92,39.37,98.55
frame_000479.PNG,1231.7,453.95,66.34,173.36
frame_000480.PNG,811.31,520.39,67.55,169.01
frame_000480.PNG,1271.16,287.69,48.87,63.14
frame_000480.PNG,1231.17,451.25,66.82,175.05
frame_000480.PNG,811.97,258.51,39.68,97.97
frame_000481.PNG,1231.76,448.94,67.15,174.42
frame_000481.PNG,811.5,259.39,39.64,97.51
frame_000481.PNG,818.27,514.65,65.83,172.15
frame_000481.PNG,1273.76,288.36,58.77,63.14
frame_000482.PNG,818.26,514.51,65.83,172.31
frame_000482.PNG,811.99,258.74,39.74,97.84
frame_000482.PNG,1273.07,290.08,58.77,63.14
frame_000482.PNG,1231.78,448.91,67.13,174.47
frame_000483.PNG,1230.63,446.23,68.05,174.19
frame_000483.PNG,1273.39,288.09,65.45,63.41
frame_000483.PNG,811.98,259.45,39.55,96.98
frame_000483.PNG,827.05,513.94,61.78,164.23
frame_000484.PNG,811.43,260.05,39.45,96.6
frame_000484.PNG,1274.57,287.98,70.7,63.29
frame_000484.PNG,1227.9,446.26,73.28,173.45
frame_000484.PNG,830.82,511.26,61.65,163.88
frame_000485.PNG,811.55,259.54,38.78,96.77
frame_000485.PNG,1276.03,285.34,71.4,65.69
frame_000485.PNG,1223.33,447.17,80.27,173.5
frame_000485.PNG,831.76,509.84,66.79,159.13
frame_000486.PNG,1218.93,449.98,87.51,172.02
frame_000486.PNG,833.19,508.78,81.37,154.31
frame_000486.PNG,810.48,260.03,38.43,96.58
frame_000486.PNG,1278.0,282.74,70.94,67.66
frame_000487.PNG,1215.03,455.3,95.49,170.57
frame_000487.PNG,809.84,259.87,37.73,96.99
frame_000487.PNG,837.11,510.59,95.41,154.05
frame_000487.PNG,1281.14,281.38,66.84,68.83
frame_000488.PNG,809.83,259.87,37.74,97.0
frame_000488.PNG,1280.72,281.26,67.68,68.86
frame_000488.PNG,837.08,510.64,95.44,153.99
frame_000488.PNG,1214.91,455.15,95.62,170.54
frame_000489.PNG,840.27,507.47,93.35,156.52
frame_000489.PNG,1211.76,462.17,100.24,167.86
frame_000489.PNG,1284.87,278.45,62.62,72.01
frame_000489.PNG,809.31,259.38,36.43,97.11
frame_000490.PNG,1290.11,275.42,58.34,75.1
frame_000490.PNG,1209.46,466.91,101.52,167.27
frame_000490.PNG,841.28,510.93,92.13,154.18
frame_000490.PNG,808.78,259.53,34.78,95.67
frame_000491.PNG,808.75,259.95,34.06,94.68
frame_000491.PNG,1293.63,271.84,55.7,75.38
frame_000491.PNG,840.79,504.62,90.79,155.7
frame_000491.PNG,1209.84,468.19,101.29,165.64
frame_000492.PNG,839.38,499.66,96.03,153.66
frame_000492.PNG,1296.65,269.93,57.66,79.2
frame_000492.PNG,1209.85,469.1,101.21,164.76
frame_000492.PNG,808.27,261.93,36.35,94.59
frame_000493.PNG,1210.03,469.63,101.34,164.05
frame_000493.PNG,808.76,263.65,38.22,93.47
frame_000493.PNG,1292.46,268.53,56.95,81.69
frame_000493.PNG,840.88,494.5,93.19,153.97
frame_000494.PNG,808.77,263.68,38.21,93.45
frame_000494.PNG,1210.02,469.62,101.36,164.07
frame_000494.PNG,840.89,494.44,93.16,154.04
frame_000494.PNG,1292.5,268.55,56.92,81.7
frame_000495.PNG,841.52,490.94,84.53,156.37
frame_000495.PNG,809.08,265.61,39.07,90.13
frame_000495.PNG,1287.66,266.83,61.66,83.89
frame_000495.PNG,1209.68,464.4,101.29,166.72
frame_000496.PNG,1208.6,461.6,100.41,167.65
frame_000496.PNG,808.6,267.56,41.55,88.2
frame_000496.PNG,1283.53,267.86,65.11,81.82
frame_000496.PNG,841.29,478.84,83.35,172.6
frame_000497.PNG,841.14,464.36,80.55,187.22
frame_000497.PNG,808.45,269.46,42.09,85.91
frame_000497.PNG,1277.66,268.76,68.15,80.85
frame_000497.PNG,1207.58,460.64,99.75,166.79
frame_000498.PNG,1271.99,267.31,68.15,80.02
frame_000498.PNG,1207.67,459.08,97.17,165.89
frame_000498.PNG,805.55,269.2,44.54,83.4
frame_000498.PNG,839.69,471.78,80.17,178.2
frame_000499.PNG,842.61,461.34,72.66,184.64
frame_000499.PNG,1207.59,456.58,93.53,167.69
frame_000499.PNG,1263.61,263.86,60.05,80.62
frame_000499.PNG,802.73,267.64,47.55,84.31
frame_000500.PNG,802.72,267.64,47.56,84.32
frame_000500.PNG,842.61,461.37,72.74,184.59
frame_000500.PNG,1263.64,263.87,59.53,80.56
frame_000500.PNG,1207.69,457.21,93.08,167.74
frame_000501.PNG,798.74,264.39,51.59,85.94
frame_000501.PNG,1256.61,262.34,66.54,82.29
frame_000501.PNG,844.07,453.41,84.16,187.89
frame_000501.PNG,1204.7,455.27,92.85,170.05
frame_000502.PNG,1251.6,259.84,66.68,85.41
frame_000502.PNG,831.78,442.17,104.24,192.68
frame_000502.PNG,794.42,261.01,54.65,88.01
frame_000502.PNG,1203.81,454.59,89.8,170.82
frame_000503.PNG,1248.04,256.6,59.96,90.17
frame_000503.PNG,827.69,425.13,122.7,199.69
frame_000503.PNG,1202.72,453.82,85.27,171.36
frame_000503.PNG,784.87,259.24,61.38,89.4
frame_000504.PNG,776.07,258.16,64.96,87.74
frame_000504.PNG,833.25,424.77,120.5,193.08
frame_000504.PNG,1200.08,452.41,81.47,172.14
frame_000504.PNG,1247.17,255.3,50.6,91.46
frame_000505.PNG,768.26,258.9,65.03,87.31
frame_000505.PNG,1199.07,451.03,75.28,173.93
frame_000505.PNG,1247.14,255.31,42.6,88.88
frame_000505.PNG,850.91,435.21,97.76,181.27
frame_000506.PNG,1198.65,451.07,75.7,173.88
frame_000506.PNG,850.89,435.09,98.01,181.4
frame_000506.PNG,1247.15,255.31,42.6,88.84
frame_000506.PNG,768.22,258.89,65.09,87.37
frame_000507.PNG,1244.62,256.49,40.86,86.71
frame_000507.PNG,1197.95,450.95,69.34,173.93
frame_000507.PNG,858.61,444.31,50.97,169.93
frame_000507.PNG,763.61,258.47,67.6,89.24
frame_000508.PNG,860.33,447.14,51.2,168.35
frame_000508.PNG,1241.12,258.19,40.92,88.51
frame_000508.PNG,760.97,259.12,70.73,92.3
frame_000508.PNG,1198.48,450.78,61.59,174.22
frame_000509.PNG,1197.93,450.5,56.09,174.79
frame_000509.PNG,759.84,260.33,70.2,92.62
frame_000509.PNG,859.68,450.8,55.07,174.15
frame_000509.PNG,1238.66,261.68,45.32,91.22
frame_000510.PNG,859.09,451.8,57.23,175.01
frame_000510.PNG,756.17,262.42,72.79,90.68
frame_000510.PNG,1235.24,264.85,53.48,90.4
frame_000510.PNG,1204.41,449.97,50.55,174.66
frame_000511.PNG,1205.39,449.54,50.23,175.03
frame_000511.PNG,864.58,457.61,55.02,169.04
frame_000511.PNG,746.68,265.18,72.89,88.23
frame_000511.PNG,1231.87,267.77,59.15,90.63
frame_000512.PNG,1231.87,267.79,59.04,90.59
frame_000512.PNG,1205.39,449.53,50.2,175.03
frame_000512.PNG,746.7,265.19,72.87,88.23
frame_000512.PNG,864.59,457.63,55.03,169.08
frame_000513.PNG,863.16,456.66,58.16,169.08
frame_000513.PNG,1228.47,268.2,62.69,93.29
frame_000513.PNG,736.09,269.3,70.59,84.45
frame_000513.PNG,1202.67,449.83,53.06,174.6
frame_000514.PNG,726.58,273.37,64.06,80.38
frame_000514.PNG,858.77,450.63,66.82,173.98
frame_000514.PNG,1224.32,268.01,65.81,97.15
frame_000514.PNG,1204.86,448.81,52.14,175.18
frame_000515.PNG,1219.11,268.89,64.13,96.41
frame_000515.PNG,1199.72,448.41,58.26,175.59
frame_000515.PNG,718.29,276.34,56.86,78.08
frame_000515.PNG,855.19,449.26,67.9,171.76
frame_000516.PNG,852.61,445.24,74.15,169.88
frame_000516.PNG,715.44,276.79,48.68,77.86
frame_000516.PNG,1200.23,448.31,57.97,175.6
frame_000516.PNG,1214.28,269.61,58.87,95.97
frame_000517.PNG,1201.52,448.51,56.96,175.95
frame_000517.PNG,852.24,442.32,79.59,167.29
frame_000517.PNG,1214.7,270.23,48.18,95.75
frame_000517.PNG,712.16,275.07,48.68,80.46
frame_000518.PNG,852.23,442.29,79.6,167.35
frame_000518.PNG,1201.55,448.53,56.94,175.92
frame_000518.PNG,1214.64,270.24,48.28,95.76
frame_000518.PNG,714.06,274.64,48.68,80.46
frame_000519.PNG,851.9,440.97,77.79,163.99
frame_000519.PNG,711.48,265.16,40.9,91.11
frame_000519.PNG,1202.24,448.58,56.34,175.71
frame_000519.PNG,1210.73,272.64,51.62,91.94
frame_000520.PNG,1201.47,447.86,56.97,175.7
frame_000520.PNG,708.21,271.96,40.04,91.11
frame_000520.PNG,1206.86,268.84,56.12,96.67
frame_000520.PNG,852.72,439.38,75.96,166.14
frame_000521.PNG,1200.95,447.7,57.58,176.52
frame_000521.PNG,858.5,439.95,71.52,167.63
frame_000521.PNG,1205.35,269.06,58.03,103.01
frame_000521.PNG,703.91,273.05,34.64,91.77
frame_000522.PNG,685.28,272.41,40.82,92.24
frame_000522.PNG,1199.63,447.79,58.33,176.48
frame_000522.PNG,864.27,443.62,66.56,158.72
frame_000522.PNG,1202.2,270.98,58.41,106.83
frame_000523.PNG,1199.15,448.0,58.79,176.11
frame_000523.PNG,1196.91,272.46,56.54,107.95
frame_000523.PNG,864.31,447.74,64.91,150.88
frame_000523.PNG,669.97,271.43,54.38,93.8
frame_000524.PNG,864.35,447.78,64.89,150.82
frame_000524.PNG,1196.99,272.45,56.42,107.91
frame_000524.PNG,1199.03,447.44,58.87,176.75
frame_000524.PNG,670.78,271.17,54.39,93.8
frame_000525.PNG,663.82,270.59,51.51,91.67
frame_000525.PNG,860.74,449.96,63.65,144.16
frame_000525.PNG,1192.17,274.37,53.44,106.49
frame_000525.PNG,1202.56,447.44,54.15,177.28
frame_000526.PNG,1187.75,276.19,47.91,106.27
frame_000526.PNG,1199.08,448.77,55.91,175.6
frame_000526.PNG,653.21,274.24,60.5,87.06
frame_000526.PNG,857.5,452.78,60.51,136.99
frame_000527.PNG,1183.85,276.36,42.07,105.91
frame_000527.PNG,644.55,272.75,69.69,101.97
frame_000527.PNG,1195.4,449.58,58.54,174.1
frame_000527.PNG,853.4,451.7,59.41,133.17
frame_000528.PNG,1178.94,277.15,44.3,109.0
frame_000528.PNG,1191.7,451.7,60.27,171.9
frame_000528.PNG,642.25,275.32,66.15,107.58
frame_000528.PNG,848.18,454.38,60.23,128.69
frame_000529.PNG,1175.73,277.54,41.78,114.17
frame_000529.PNG,843.93,453.91,63.0,129.47
frame_000529.PNG,1188.2,452.33,60.31,171.03
frame_000529.PNG,644.25,279.86,55.33,104.64
frame_000530.PNG,1175.73,277.53,41.76,114.14
frame_000530.PNG,843.92,453.84,63.03,129.54
frame_000530.PNG,1188.08,452.63,60.11,170.63
frame_000530.PNG,644.25,279.91,55.33,104.57
frame_000531.PNG,643.6,282.4,46.41,102.43
frame_000531.PNG,1186.51,453.92,61.63,170.11
frame_000531.PNG,839.28,453.72,68.92,131.87
frame_000531.PNG,1172.41,280.05,40.13,116.2
frame_000532.PNG,642.82,285.35,40.23,105.34
frame_000532.PNG,1169.87,281.57,35.15,115.45
frame_000532.PNG,1186.67,456.4,61.06,167.31
frame_000532.PNG,835.87,452.49,72.12,135.83
frame_000533.PNG,641.7,286.65,34.49,115.35
frame_000533.PNG,1185.14,459.51,62.12,166.08
frame_000533.PNG,830.01,454.2,78.24,135.26
frame_000533.PNG,1165.55,283.27,32.38,113.93
frame_000534.PNG,824.97,452.11,83.33,137.9
frame_000534.PNG,1184.65,460.69,60.49,166.54
frame_000534.PNG,1162.73,284.3,30.67,113.05
frame_000534.PNG,640.75,289.28,29.94,120.27
frame_000535.PNG,637.16,289.9,33.1,120.94
frame_000535.PNG,820.34,451.22,84.3,139.59
frame_000535.PNG,1185.48,461.15,55.93,167.35
frame_000535.PNG,1160.6,283.85,32.17,112.44
frame_000536.PNG,1160.65,283.83,32.1,112.44
frame_000536.PNG,1185.48,461.09,55.95,167.38
frame_000536.PNG,637.14,289.91,33.29,120.92
frame_000536.PNG,820.37,451.16,84.24,139.63
frame_000537.PNG,632.65,289.24,33.71,120.96
frame_000537.PNG,816.94,450.25,79.95,139.6
frame_000537.PNG,1155.64,282.61,36.87,117.16
frame_000537.PNG,1187.76,460.95,53.16,166.81
frame_000538.PNG,624.61,289.58,36.22,117.17
frame_000538.PNG,1147.78,283.4,43.63,121.48
frame_000538.PNG,812.76,450.01,75.92,140.48
frame_000538.PNG,1185.89,460.03,52.14,164.99
frame_000539.PNG,615.42,289.48,42.57,117.28
frame_000539.PNG,1143.96,285.79,42.93,121.24
frame_000539.PNG,808.53,448.65,71.39,140.85
frame_000539.PNG,1185.77,461.83,51.18,166.43
frame_000540.PNG,607.34,292.43,51.78,121.17
frame_000540.PNG,808.02,449.54,63.46,143.0
frame_000540.PNG,1186.37,463.56,49.5,169.27
frame_000540.PNG,1141.26,288.39,39.12,121.18
frame_000541.PNG,1135.46,290.14,36.34,119.29
frame_000541.PNG,602.63,295.56,56.82,123.83
frame_000541.PNG,807.21,452.7,60.99,144.37
frame_000541.PNG,1185.95,468.93,48.16,168.69
frame_000542.PNG,806.33,452.29,61.86,145.1
frame_000542.PNG,1185.99,468.91,48.15,168.7
frame_000542.PNG,602.63,295.57,56.83,123.82
frame_000542.PNG,1135.41,290.13,36.36,119.29
frame_000543.PNG,597.98,297.44,60.4,123.51
frame_000543.PNG,1132.4,292.48,27.73,116.71
frame_000543.PNG,1185.25,475.26,48.4,167.92
frame_000543.PNG,805.91,455.55,60.16,149.26
frame_000544.PNG,803.15,459.93,60.46,151.27
frame_000544.PNG,597.22,302.25,58.52,126.99
frame_000544.PNG,1128.71,292.5,28.6,117.11
frame_000544.PNG,1185.71,481.36,46.21,166.7
frame_000545.PNG,1185.44,487.38,45.58,165.74
frame_000545.PNG,801.58,465.84,61.92,151.45
frame_000545.PNG,1123.56,293.74,28.55,119.07
frame_000545.PNG,596.96,300.36,55.78,133.4
frame_000546.PNG,798.68,471.45,64.9,153.0
frame_000546.PNG,598.04,300.07,55.27,138.42
frame_000546.PNG,1187.29,490.12,42.37,166.11
frame_000546.PNG,1118.87,294.77,29.68,119.79
frame_000547.PNG,598.42,299.2,50.5,141.84
frame_000547.PNG,797.5,473.17,65.53,155.58
frame_000547.PNG,1113.81,297.59,29.67,123.13
frame_000547.PNG,1188.46,491.41,41.68,170.44
frame_000548.PNG,797.49,471.75,65.25,156.82
frame_000548.PNG,1188.46,491.47,41.64,170.34
frame_000548.PNG,598.41,299.2,50.41,141.87
frame_000548.PNG,1113.81,297.58,29.67,123.16
frame_000549.PNG,1190.62,492.38,40.2,170.35
frame_000549.PNG,780.19,473.72,78.7,157.67
frame_000549.PNG,601.41,301.52,43.53,139.73
frame_000549.PNG,1109.67,299.09,29.28,121.75
frame_000550.PNG,1192.31,491.9,33.93,171.86
frame_000550.PNG,1104.44,301.37,30.86,119.6
frame_000550.PNG,773.94,472.77,75.6,164.0
frame_000550.PNG,606.77,304.52,39.41,136.78
frame_000551.PNG,610.19,305.97,35.91,132.74
frame_000551.PNG,1193.78,491.58,38.93,171.27
frame_000551.PNG,1096.91,301.81,33.98,119.67
frame_000551.PNG,771.21,475.88,70.23,161.36
frame_000552.PNG,1091.19,301.91,34.47,118.67
frame_000552.PNG,610.19,304.87,37.53,132.76
frame_000552.PNG,764.11,476.9,67.53,158.82
frame_000552.PNG,1194.86,492.95,41.21,170.63
frame_000553.PNG,752.23,476.1,72.9,158.89
frame_000553.PNG,1085.94,302.02,35.35,118.71
frame_000553.PNG,614.05,306.85,40.9,132.69
frame_000553.PNG,1195.38,493.21,46.22,169.2
frame_000554.PNG,1195.36,493.17,46.25,169.24
frame_000554.PNG,752.4,476.06,72.72,158.92
frame_000554.PNG,1085.95,302.02,35.3,118.7
frame_000554.PNG,614.1,306.42,40.83,132.46
frame_000555.PNG,1078.61,302.31,37.88,119.54
frame_000555.PNG,602.43,312.48,62.75,135.4
frame_000555.PNG,1196.67,496.21,49.76,167.89
frame_000555.PNG,755.62,473.35,63.67,162.72
frame_000556.PNG,749.3,482.77,66.39,157.96
frame_000556.PNG,1199.16,501.63,50.3,163.78
frame_000556.PNG,1077.11,303.54,35.52,118.65
frame_000556.PNG,587.07,324.61,81.66,128.3
frame_000557.PNG,1200.6,507.89,52.41,165.49
frame_000557.PNG,1075.54,305.34,33.93,117.66
frame_000557.PNG,595.11,341.97,71.37,118.33
frame_000557.PNG,742.15,485.73,65.55,161.54
frame_000558.PNG,1072.65,306.7,34.2,116.73
frame_000558.PNG,1201.46,513.81,55.32,169.78
frame_000558.PNG,735.67,494.91,62.51,162.92
frame_000558.PNG,603.82,350.0,59.78,118.79
frame_000559.PNG,1070.4,308.29,33.45,115.29
frame_000559.PNG,1208.37,523.34,53.21,171.39
frame_000559.PNG,615.32,356.81,47.88,112.01
frame_000559.PNG,728.92,500.7,54.87,169.85
frame_000560.PNG,615.32,356.82,47.89,112.01
frame_000560.PNG,1070.39,308.31,33.5,115.23
frame_000560.PNG,1208.29,523.34,53.26,171.36
frame_000560.PNG,728.34,498.52,55.08,171.63
frame_000561.PNG,1206.69,532.37,62.16,169.56
frame_000561.PNG,722.75,507.39,59.08,177.32
frame_000561.PNG,621.06,363.89,44.36,105.14
frame_000561.PNG,1066.79,309.42,35.27,117.51
frame_000562.PNG,620.8,370.29,47.89,99.83
frame_000562.PNG,716.59,518.42,65.19,176.55
frame_000562.PNG,1208.9,537.09,67.68,170.67
frame_000562.PNG,1063.0,310.74,36.04,113.85
frame_000563.PNG,620.42,374.39,48.16,95.8
frame_000563.PNG,1059.65,312.89,36.68,117.66
frame_000563.PNG,1211.58,542.42,70.5,167.96
frame_000563.PNG,708.65,522.19,70.62,178.2
frame_000564.PNG,700.35,530.36,70.36,174.51
frame_000564.PNG,1215.17,545.92,70.04,169.04
frame_000564.PNG,619.77,377.33,45.86,92.79
frame_000564.PNG,1055.55,315.17,38.26,117.16
frame_000565.PNG,689.92,536.69,68.27,172.74
frame_000565.PNG,1051.36,316.69,40.33,115.74
frame_000565.PNG,616.46,377.81,44.27,92.5
frame_000565.PNG,1218.01,547.86,68.32,168.18
frame_000566.PNG,1051.35,316.69,40.39,115.77
frame_000566.PNG,689.89,536.69,68.31,172.72
frame_000566.PNG,616.45,377.83,44.25,92.45
frame_000566.PNG,1217.98,547.79,68.37,168.23
frame_000567.PNG,1046.95,318.8,42.18,115.16
frame_000567.PNG,1220.96,548.5,65.57,167.98
frame_000567.PNG,613.29,377.32,40.57,92.05
frame_000567.PNG,678.15,541.67,67.86,168.17
frame_000568.PNG,1042.77,318.77,42.31,113.25
frame_000568.PNG,611.14,374.62,39.62,99.66
frame_000568.PNG,668.12,547.19,64.48,162.54
frame_000568.PNG,1221.78,546.96,64.76,170.13
frame_000569.PNG,658.6,551.56,63.94,156.44
frame_000569.PNG,610.1,372.78,40.68,105.6
frame_000569.PNG,1039.22,318.59,42.72,114.26
frame_000569.PNG,1222.51,545.11,63.93,171.94
frame_000570.PNG,1221.87,542.41,64.57,173.75
frame_000570.PNG,646.82,555.33,75.5,150.17
frame_000570.PNG,608.97,371.48,44.21,111.13
frame_000570.PNG,1035.81,318.97,43.87,114.63
frame_000571.PNG,1027.99,318.97,47.19,114.88
frame_000571.PNG,635.93,562.91,83.87,150.36
frame_000571.PNG,1221.7,540.38,66.19,172.73
frame_000571.PNG,608.73,369.89,45.07,113.82
frame_000572.PNG,608.75,369.93,45.07,113.78
frame_000572.PNG,1221.28,540.48,66.09,172.12
frame_000572.PNG,635.86,562.9,83.92,150.35
frame_000572.PNG,1027.98,318.97,47.2,114.87
frame_000573.PNG,1025.71,318.87,47.43,114.44
frame_000573.PNG,625.63,570.38,85.88,154.94
frame_000573.PNG,608.95,365.36,45.0,117.89
frame_000573.PNG,1218.85,538.16,68.87,178.38
frame_000574.PNG,1025.55,318.21,46.84,114.28
frame_000574.PNG,608.34,362.34,45.5,120.93
frame_000574.PNG,1218.69,540.38,69.73,186.02
frame_000574.PNG,615.24,581.39,80.51,150.06
frame_000575.PNG,1218.22,544.48,68.46,189.36
frame_000575.PNG,603.02,591.48,75.48,158.2
frame_000575.PNG,1025.04,318.0,44.67,113.65
frame_000575.PNG,609.05,358.15,46.06,124.69
frame_000576.PNG,1216.05,549.04,66.4,192.01
frame_000576.PNG,1024.44,318.03,40.61,113.03
frame_000576.PNG,595.24,601.63,71.85,164.25
frame_000576.PNG,609.13,354.02,49.6,128.25
frame_000577.PNG,1022.51,317.48,37.97,113.68
frame_000577.PNG,1215.13,554.86,61.66,189.36
frame_000577.PNG,610.38,350.84,49.78,130.6
frame_000577.PNG,583.78,609.19,86.13,157.83
frame_000578.PNG,610.36,350.84,49.8,130.64
frame_000578.PNG,1022.49,317.49,37.97,113.66
frame_000578.PNG,583.84,609.13,86.05,157.89
frame_000578.PNG,1215.07,554.8,61.73,189.46
frame_000579.PNG,566.13,617.91,103.2,148.46
frame_000579.PNG,1019.94,316.7,37.45,114.35
frame_000579.PNG,613.97,349.65,48.61,130.21
frame_000579.PNG,1213.59,561.41,62.07,188.23
frame_000580.PNG,1212.01,566.26,62.58,193.52
frame_000580.PNG,547.3,624.43,122.88,138.87
frame_000580.PNG,1018.25,316.14,37.55,116.58
frame_000580.PNG,616.0,349.4,50.36,128.22
frame_000581.PNG,1016.87,316.63,37.87,117.36
frame_000581.PNG,617.87,350.68,53.36,125.51
